duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
26.85,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'20th century__68__80': 17, '60 years__87__95': 11, 'years__90__95': 6})",34,3,20,0.6556944797603796,"Counter({'20th century__68__80': 0.869295774028823, '60 years__87__95': 0.5605352101984176, 'years__90__95': 0.31793185201712915})",0.6387814087970826,"Counter({'20th century__68__80': 0.85, '60 years__87__95': 0.55, 'years__90__95': 0.3})",60 years__87__95,11,0.5605352101984176,0.55,0.0
26.85,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'20th century__68__80': 17, '60 years__87__95': 11, 'years__90__95': 6})",34,3,20,0.6556944797603796,"Counter({'20th century__68__80': 0.869295774028823, '60 years__87__95': 0.5605352101984176, 'years__90__95': 0.31793185201712915})",0.6387814087970826,"Counter({'20th century__68__80': 0.85, '60 years__87__95': 0.55, 'years__90__95': 0.3})",years__90__95,6,0.31793185201712915,0.3,0.0
26.85,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'20th century__68__80': 17, '60 years__87__95': 11, 'years__90__95': 6})",34,3,20,0.6556944797603796,"Counter({'20th century__68__80': 0.869295774028823, '60 years__87__95': 0.5605352101984176, 'years__90__95': 0.31793185201712915})",0.6387814087970826,"Counter({'20th century__68__80': 0.85, '60 years__87__95': 0.55, 'years__90__95': 0.3})",20th century__68__80,17,0.869295774028823,0.85,1.0
26.85,60 years__87__95###years__90__95###20th Century__68__80,bbc_20130322_1150,"`` he was involved in two of the most important explorations of the 20th century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''","`` He was involved in two of the most important explorations of the 20th Century ... yet remained a humble , happy man right to the end ... an inspirational lesson to us all . ''",17,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'20th century__68__80': 17, '60 years__87__95': 11, 'years__90__95': 6})",34,3,20,0.6556944797603796,"Counter({'20th century__68__80': 0.869295774028823, '60 years__87__95': 0.5605352101984176, 'years__90__95': 0.31793185201712915})",0.6387814087970826,"Counter({'20th century__68__80': 0.85, '60 years__87__95': 0.55, 'years__90__95': 0.3})",no_time,0,0.0,0.0,0.0
28.8,a term__138__144,bbc_20130322_721,a new russian law says foreign-funded non-governmental groups -lrb- ngos -rrb- linked to politics must register as `` foreign agents '' - a term which suggests spying .,A new Russian law says foreign-funded non-governmental groups -LRB- NGOs -RRB- linked to politics must register as `` foreign agents '' - a term which suggests spying .,3,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'a term__138__144': 11, 'no_time': 9})",20,2,20,0.4784280458003428,"Counter({'a term__138__144': 0.5497664979805036, 'no_time': 0.4502335020194966})",0.4789473684210526,"Counter({'a term__138__144': 0.55, 'no_time': 0.45})",a term__138__144,11,0.5497664979805036,0.55,0.0
28.8,a term__138__144,bbc_20130322_721,a new russian law says foreign-funded non-governmental groups -lrb- ngos -rrb- linked to politics must register as `` foreign agents '' - a term which suggests spying .,A new Russian law says foreign-funded non-governmental groups -LRB- NGOs -RRB- linked to politics must register as `` foreign agents '' - a term which suggests spying .,3,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'a term__138__144': 11, 'no_time': 9})",20,2,20,0.4784280458003428,"Counter({'a term__138__144': 0.5497664979805036, 'no_time': 0.4502335020194966})",0.4789473684210526,"Counter({'a term__138__144': 0.55, 'no_time': 0.45})",no_time,9,0.4502335020194966,0.45,0.0
89.35,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'summer__56__62': 16, 'a week__21__27': 14, 'over a week__16__27': 12, 'week__23__27': 10})",52,4,20,0.6587249729470439,"Counter({'summer__56__62': 0.8500695806290917, 'a week__21__27': 0.7368981302452583, 'over a week__16__27': 0.5980490545264142, 'week__23__27': 0.5415268623186633})",0.6178036917879035,"Counter({'summer__56__62': 0.8, 'a week__21__27': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.5})",a week__21__27,14,0.7368981302452583,0.7,1.0
89.35,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'summer__56__62': 16, 'a week__21__27': 14, 'over a week__16__27': 12, 'week__23__27': 10})",52,4,20,0.6587249729470439,"Counter({'summer__56__62': 0.8500695806290917, 'a week__21__27': 0.7368981302452583, 'over a week__16__27': 0.5980490545264142, 'week__23__27': 0.5415268623186633})",0.6178036917879035,"Counter({'summer__56__62': 0.8, 'a week__21__27': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.5})",summer__56__62,16,0.8500695806290917,0.8,0.0
89.35,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'summer__56__62': 16, 'a week__21__27': 14, 'over a week__16__27': 12, 'week__23__27': 10})",52,4,20,0.6587249729470439,"Counter({'summer__56__62': 0.8500695806290917, 'a week__21__27': 0.7368981302452583, 'over a week__16__27': 0.5980490545264142, 'week__23__27': 0.5415268623186633})",0.6178036917879035,"Counter({'summer__56__62': 0.8, 'a week__21__27': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.5})",over a week__16__27,12,0.5980490545264142,0.6,0.0
89.35,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'summer__56__62': 16, 'a week__21__27': 14, 'over a week__16__27': 12, 'week__23__27': 10})",52,4,20,0.6587249729470439,"Counter({'summer__56__62': 0.8500695806290917, 'a week__21__27': 0.7368981302452583, 'over a week__16__27': 0.5980490545264142, 'week__23__27': 0.5415268623186633})",0.6178036917879035,"Counter({'summer__56__62': 0.8, 'a week__21__27': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.5})",week__23__27,10,0.5415268623186633,0.5,0.0
89.35,a week__21__27###Summer__56__62###over a week__16__27###week__23__27,bbc_20130322_1600,this comes just over a week before the start of british summer time .,This comes just over a week before the start of British Summer Time .,5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'summer__56__62': 16, 'a week__21__27': 14, 'over a week__16__27': 12, 'week__23__27': 10})",52,4,20,0.6587249729470439,"Counter({'summer__56__62': 0.8500695806290917, 'a week__21__27': 0.7368981302452583, 'over a week__16__27': 0.5980490545264142, 'week__23__27': 0.5415268623186633})",0.6178036917879035,"Counter({'summer__56__62': 0.8, 'a week__21__27': 0.7, 'over a week__16__27': 0.6, 'week__23__27': 0.5})",no_time,0,0.0,0.0,0.0
18.5,An hour__0__7,nyt_20130321_women_senate,"an hour before her colleagues gathered for their first vote of a new congress , senator kelly ayotte slipped into an empty senate chamber to savor the grandeur of her legislative home .","An hour before her colleagues gathered for their first vote of a new Congress , Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'an hour__0__7': 20}),20,1,20,1.0,Counter({'an hour__0__7': 1.0}),1.0,Counter({'an hour__0__7': 1.0}),an hour__0__7,20,1.0,1.0,1.0
18.5,An hour__0__7,nyt_20130321_women_senate,"an hour before her colleagues gathered for their first vote of a new congress , senator kelly ayotte slipped into an empty senate chamber to savor the grandeur of her legislative home .","An hour before her colleagues gathered for their first vote of a new Congress , Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'an hour__0__7': 20}),20,1,20,1.0,Counter({'an hour__0__7': 1.0}),1.0,Counter({'an hour__0__7': 1.0}),no_time,0,0.0,0.0,0.0
22.9,annually__177__185,nyt_20130321_women_senate,"for the first time there is a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .","For the first time there is a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .",9,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'annually__177__185': 20}),20,1,20,1.0,Counter({'annually__177__185': 1.0}),1.0,Counter({'annually__177__185': 1.0}),annually__177__185,20,1.0,1.0,1.0
22.9,annually__177__185,nyt_20130321_women_senate,"for the first time there is a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .","For the first time there is a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .",9,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'annually__177__185': 20}),20,1,20,1.0,Counter({'annually__177__185': 1.0}),1.0,Counter({'annually__177__185': 1.0}),no_time,0,0.0,0.0,0.0
27.05,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'april 7__69__76': 18, 'four-week__2__11': 15})",33,2,20,0.8275172019142238,"Counter({'april 7__69__76': 0.9108166274356487, 'four-week__2__11': 0.7814736151214081})",0.807087984673558,"Counter({'april 7__69__76': 0.9, 'four-week__2__11': 0.75})",april 7__69__76,18,0.9108166274356488,0.9,1.0
27.05,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'april 7__69__76': 18, 'four-week__2__11': 15})",33,2,20,0.8275172019142238,"Counter({'april 7__69__76': 0.9108166274356487, 'four-week__2__11': 0.7814736151214081})",0.807087984673558,"Counter({'april 7__69__76': 0.9, 'four-week__2__11': 0.75})",four-week__2__11,15,0.7814736151214081,0.75,1.0
27.05,April 7__69__76###four-week__2__11,CNN_20130322_248,"a four-week , phased closure of the 149 control towers will begin on april 7 , the faa said .","A four-week , phased closure of the 149 control towers will begin on April 7 , the FAA said .",1,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'april 7__69__76': 18, 'four-week__2__11': 15})",33,2,20,0.8275172019142238,"Counter({'april 7__69__76': 0.9108166274356487, 'four-week__2__11': 0.7814736151214081})",0.807087984673558,"Counter({'april 7__69__76': 0.9, 'four-week__2__11': 0.75})",no_time,0,0.0,0.0,0.0
31.95,at the time__117__128,bbc_20130322_1353,"the activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .","The activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .",8,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'at the time__117__128': 20}),20,1,20,1.0,Counter({'at the time__117__128': 1.0}),1.0,Counter({'at the time__117__128': 1.0}),at the time__117__128,20,1.0,1.0,1.0
31.95,at the time__117__128,bbc_20130322_1353,"the activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .","The activists said the troops had opened fire as soon as they boarded the vessel , which was in international waters at the time .",8,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'at the time__117__128': 20}),20,1,20,1.0,Counter({'at the time__117__128': 1.0}),1.0,Counter({'at the time__117__128': 1.0}),no_time,0,0.0,0.0,0.0
22.75,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'august__23__29': 19, 'july__106__110': 17})",36,2,20,0.8998918988267757,"Counter({'august__23__29': 0.9558837207540262, 'july__106__110': 0.8713922435964272})",0.8855517578733644,"Counter({'august__23__29': 0.95, 'july__106__110': 0.85})",august__23__29,19,0.9558837207540262,0.95,1.0
22.75,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'august__23__29': 19, 'july__106__110': 17})",36,2,20,0.8998918988267757,"Counter({'august__23__29': 0.9558837207540262, 'july__106__110': 0.8713922435964272})",0.8855517578733644,"Counter({'august__23__29': 0.95, 'july__106__110': 0.85})",july__106__110,17,0.8713922435964272,0.85,1.0
22.75,August__23__29###July__106__110,CNN_20130322_1003,evana roth told cnn in august she thought her husband devised the plan after he was fired from his job in july .,Evana Roth told CNN in August she thought her husband devised the plan after he was fired from his job in July .,8,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'august__23__29': 19, 'july__106__110': 17})",36,2,20,0.8998918988267757,"Counter({'august__23__29': 0.9558837207540262, 'july__106__110': 0.8713922435964272})",0.8855517578733644,"Counter({'august__23__29': 0.95, 'july__106__110': 0.85})",no_time,0,0.0,0.0,0.0
15.3,August__51__57,CNN_20130322_1003,"raymond roth 's attorney , brian davis , denied in august that roth had involved his son in the scheme .","Raymond Roth 's attorney , Brian Davis , denied in August that Roth had involved his son in the scheme .",14,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'august__51__57': 20}),20,1,20,1.0,Counter({'august__51__57': 1.0}),1.0,Counter({'august__51__57': 1.0}),august__51__57,20,1.0,1.0,1.0
15.3,August__51__57,CNN_20130322_1003,"raymond roth 's attorney , brian davis , denied in august that roth had involved his son in the scheme .","Raymond Roth 's attorney , Brian Davis , denied in August that Roth had involved his son in the scheme .",14,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'august__51__57': 20}),20,1,20,1.0,Counter({'august__51__57': 1.0}),1.0,Counter({'august__51__57': 1.0}),no_time,0,0.0,0.0,0.0
49.15,current__23__30,nyt_20130321_cyprus,"mr. dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the lehman collapse .","Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse .",16,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'current__23__30': 18, 'no_time': 2})",20,2,20,0.8438625824096563,"Counter({'current__23__30': 0.9194108093767378, 'no_time': 0.08058919062326238})",0.8105263157894737,"Counter({'current__23__30': 0.9, 'no_time': 0.1})",current__23__30,18,0.9194108093767378,0.9,0.0
49.15,current__23__30,nyt_20130321_cyprus,"mr. dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the lehman collapse .","Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse .",16,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'current__23__30': 18, 'no_time': 2})",20,2,20,0.8438625824096563,"Counter({'current__23__30': 0.9194108093767378, 'no_time': 0.08058919062326238})",0.8105263157894737,"Counter({'current__23__30': 0.9, 'no_time': 0.1})",no_time,2,0.08058919062326238,0.1,0.0
30.05,currently__132__141,WSJ_20130318_731,"the windows-ready kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through microsoft , more than twice what microsoft charges for the gaming-only xbox version .","The Windows-ready Kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through Microsoft , more than twice what Microsoft charges for the gaming-only Xbox version .",8,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'currently__132__141': 20}),20,1,20,1.0,Counter({'currently__132__141': 1.0}),1.0,Counter({'currently__132__141': 1.0}),currently__132__141,20,1.0,1.0,1.0
30.05,currently__132__141,WSJ_20130318_731,"the windows-ready kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through microsoft , more than twice what microsoft charges for the gaming-only xbox version .","The Windows-ready Kinect sensor , which would be necessary for any business that wants to use these potential new technologies , is currently selling for $ 250 through Microsoft , more than twice what Microsoft charges for the gaming-only Xbox version .",8,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'currently__132__141': 20}),20,1,20,1.0,Counter({'currently__132__141': 1.0}),1.0,Counter({'currently__132__141': 1.0}),no_time,0,0.0,0.0,0.0
32.15,digital__4__11,nyt_20130322_strange_computer,"our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .","Our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'no_time': 11, 'digital__4__11': 9})",20,2,20,0.4865058284931084,"Counter({'no_time': 0.5788078841497253, 'digital__4__11': 0.42119211585027466})",0.4789473684210526,"Counter({'no_time': 0.55, 'digital__4__11': 0.45})",digital__4__11,9,0.42119211585027466,0.45,1.0
32.15,digital__4__11,nyt_20130322_strange_computer,"our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .","Our digital age is all about bits , those precise ones and zeros that are the stuff of modern computer code .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'no_time': 11, 'digital__4__11': 9})",20,2,20,0.4865058284931084,"Counter({'no_time': 0.5788078841497253, 'digital__4__11': 0.42119211585027466})",0.4789473684210526,"Counter({'no_time': 0.55, 'digital__4__11': 0.45})",no_time,11,0.5788078841497253,0.55,0.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",early 2011__123__133,15,0.7851104361220265,0.75,1.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",the 26.2-mile event - set days__55__85,10,0.4936531528824779,0.5,0.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",one second__9__19,11,0.5875260712777752,0.55,0.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",days__81__85,13,0.6713105867602739,0.65,1.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",second__13__19,8,0.4303239744315661,0.4,0.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",2011__129__133,10,0.5412642113979083,0.5,0.0
31.85,early 2011__123__133###the 26.2-mile event - set days__55__85###one second__9__19###days__81__85###second__13__19###2011__129__133,WSJ_20130321_1145,"that was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .","That was one second slower than his personal record in the 26.2-mile event , set days before he underwent brain surgery in early 2011 .",13,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early 2011__123__133': 15, 'days__81__85': 13, 'one second__9__19': 11, 'the 26.2-mile event - set days__55__85': 10, '2011__129__133': 10, 'second__13__19': 8})",67,6,20,0.5442532279050264,"Counter({'early 2011__123__133': 0.7851104361220265, 'days__81__85': 0.671310586760274, 'one second__9__19': 0.5875260712777752, '2011__129__133': 0.5412642113979083, 'the 26.2-mile event - set days__55__85': 0.4936531528824779, 'second__13__19': 0.43032397443156606})",0.5189784565126782,"Counter({'early 2011__123__133': 0.75, 'days__81__85': 0.65, 'one second__9__19': 0.55, 'the 26.2-mile event - set days__55__85': 0.5, '2011__129__133': 0.5, 'second__13__19': 0.4})",no_time,0,0.0,0.0,0.0
20.75,early August__34__46###August__40__46,CNN_20130322_1003,"state police arrested both men in early august on charges of insurance fraud , conspiracy and filing a false report .","State police arrested both men in early August on charges of insurance fraud , conspiracy and filing a false report .",5,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'early august__34__46': 19, 'august__40__46': 11})",30,2,20,0.8042557615548683,"Counter({'early august__34__46': 0.9509339821814443, 'august__40__46': 0.5888969356490835})",0.7984772532560789,"Counter({'early august__34__46': 0.95, 'august__40__46': 0.55})",early august__34__46,19,0.9509339821814444,0.95,1.0
