Doc Id,Sentence Id,Time Expression Id,End Offset,Is Time Expression,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Pos,Start Offset,Time Expression Id.1,Time Expression Type,Time Expression Value,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
wsj_0127,3,t29,80,1,last year,last year,last year,JJ NN,JJ NN,71,t29,B-DATE,1988,last year,115 116,13 14,last-JJ year-NN,last-JJ year-NN
wsj_0127,4,t30,198,1,yesterday,yesterday,yesterday,NN,NN,189,t30,B-DATE,1989-11-01,yesterday,165,40,yesterday-NN,yesterday-NN
wsj_0127,5,t2127,85,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,71,t2127,B-DATE,1988-11-02,a year earlier,185 186 187,17 18 19,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0132,0,t36,45,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,28,t36,B-DATE,1989-Q3,the third quarter,7 8 9,7 8 9,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0132,1,t43,194,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,184,t43,B-DATE,1988,a year ago,63 64 65,36 37 38,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0132,2,t45,98,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,80,t45,B-DATE,1989-Q3,the latest quarter,80 81 82,14 15 16,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0132,4,t49,9,1,last year,last year,last year,JJ NN,JJ NN,0,t49,B-DATE,1988,Last year,117 118,1 2,last-JJ year-NN,last-JJ year-NN
wsj_0135,0,t28,59,1,the year,the year,the year,DT NN,DT NN,51,t28,B-DURATION,P1Y,the year,10 11,10 11,the-DT year-NN,the-DT year-NN
wsj_0135,0,t27,81,1,"June 30 , 1990","june 30 , 1990","june 30 , 1990","NNP CD , CD","NN CD , CD",67,t27,B-DATE,1990-06-30,"June 30 , 1990",13 14 15 16,13 14 15 16,"june-NN 30-CD ,-, 1990-CD","june-NN 30-CD ,-, 1990-CD"
wsj_0135,1,t30,102,1,the current fiscal year,the current fiscal year,the current fiscal year,DT JJ JJ NN,DT JJ JJ NN,79,t30,B-DATE,1989,the current fiscal year,48 49 50 51,17 18 19 20,the-DT current-JJ fiscal-JJ year-NN,the-DT current-JJ fiscal-JJ year-NN
wsj_0135,1,t32,144,1,fiscal 1989,fiscal 1989,fiscal 1989,JJ CD,JJ CD,133,t32,B-DATE,1989,fiscal 1989,58 59,27 28,fiscal-JJ 1989-CD,fiscal-JJ 1989-CD
wsj_0135,3,t35,14,1,fiscal 1989,fiscal 1989,fiscal 1989,JJ CD,JJ CD,3,t35,B-DATE,1989,fiscal 1989,82 83,2 3,fiscal-JJ 1989-CD,fiscal-JJ 1989-CD
wsj_0135,4,t37,83,1,yesterday,yesterday,yesterday,NN,NN,74,t37,B-DATE,1989-11-01,yesterday,110,14,yesterday-NN,yesterday-NN
wsj_0136,0,t2027,80,1,fourth quarter,fourth quarter,fourth quarter,JJ NN,JJ NN,66,t2027,B-DATE,1998-Q4,fourth quarter,13 14,13 14,fourth-JJ quarter-NN,fourth-JJ quarter-NN
wsj_0136,0,t2023,95,1,Sept. 30,sept. 30,sept. 30,NNP CD,NN CD,87,t2023,B-DATE,1989-09,Sept. 30,16 17,16 17,sept.-NN 30-CD,sept.-NN 30-CD
wsj_0136,1,t2024,105,1,the fiscal year,the fiscal year,the fiscal year,DT JJ NN,DT JJ NN,90,t2024,B-DATE,1989,the fiscal year,53 54 55,17 18 19,the-DT fiscal-JJ year-NN,the-DT fiscal-JJ year-NN
wsj_0136,2,t37,14,1,fiscal 1988,fiscal 1988,fiscal 1988,JJ CD,JJ CD,3,t37,B-DATE,1989,fiscal 1988,58 59,2 3,fiscal-JJ 1988-CD,fiscal-JJ 1988-CD
wsj_0144,0,t28,32,1,third-quarter,third-quarter,third-quarter,JJ,JJ,19,t28,B-DATE,1989-Q3,third-quarter,4,4,third-quarter-JJ,third-quarter-JJ
wsj_0144,1,t40,186,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,176,t40,B-DATE,1988-Q3,a year ago,63 64 65,40 41 42,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0144,3,t47,61,1,last month,last month,last month,JJ NN,JJ NN,51,t47,B-DATE,1989-10,last month,85 86,7 8,last-JJ month-NN,last-JJ month-NN
wsj_0144,3,t48,93,1,fourth-quarter,fourth-quarter,fourth-quarter,JJ,JJ,79,t48,B-DATE,1989-Q4,fourth-quarter,91,13,fourth-quarter-JJ,fourth-quarter-JJ
wsj_0144,4,t52,95,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,77,t52,B-DATE,1989-Q3,the latest quarter,113 114 115,13 14 15,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0144,4,t51,221,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,211,t51,B-DATE,1988-Q3,a year ago,136 137 138,36 37 38,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0144,5,t56,173,1,last year,last year,last year,JJ NN,JJ NN,164,t56,B-DATE,1988-Q3,last year,169 170,30 31,last-JJ year-NN,last-JJ year-NN
wsj_0144,6,t58,24,1,the first nine month,the first nine month,the first nine months,DT JJ CD NNS,DT JJ CD NN,3,t58,B-DURATION,P9M,the first nine months,173 174 175 176,2 3 4 5,the-DT first-JJ nine-CD months-NN,the-DT first-JJ nine-CD month-NN
wsj_0144,6,t59,107,1,the 1988 period,the 1988 period,the 1988 period,DT CD NN,DT CD NN,92,t59,B-DATE,1988,the 1988 period,193 194 195,22 23 24,the-DT 1988-CD period-NN,the-DT 1988-CD period-NN
wsj_0144,7,t60,12,1,year-ago,year-ago,year-ago,JJ,JJ,4,t60,B-DATE,1988,year-ago,198,2,year-ago-JJ,year-ago-JJ
wsj_0144,7,t62,79,1,the 1988 second quarter,the 1988 second quarter,the 1988 second quarter,DT CD JJ NN,DT CD JJ NN,56,t62,B-DATE,1988-Q2,the 1988 second quarter,207 208 209 210,11 12 13 14,the-DT 1988-CD second-JJ quarter-NN,the-DT 1988-CD second-JJ quarter-NN
wsj_0150,1,t25,100,1,currently,currently,currently,RB,RB,91,t25,B-DATE,PRESENT_REF,currently,46,19,currently-RB,currently-RB
wsj_0150,3,t21,123,1,yesterday,yesterday,yesterday,NN,NN,114,t21,B-DATE,1989-11-01,yesterday,92,21,yesterday-NN,yesterday-NN
wsj_0151,3,t60,30,1,one day,one day,one day,CD NN,CD NN,23,t60,B-DURATION,P1D,one day,94 95,5 6,one-CD day-NN,one-CD day-NN
wsj_0151,4,t58,54,1,yesterday,yesterday,yesterday,NN,NN,45,t58,B-DATE,1989-11-01,yesterday,131,8,yesterday-NN,yesterday-NN
wsj_0152,0,t27,112,1,5 p.m. EST Nov. 9,5 p.m. est nov. 9,5 p.m. est nov. 9,CD NN NNP NNP CD,CD NN NN NN CD,95,t27,B-TIME,1989-11-09T17:00,5 p.m. EST Nov. 9,18 19 20 21 22,18 19 20 21 22,5-CD p.m.-NN est-NN nov.-NN 9-CD,5-CD p.m.-NN est-NN nov.-NN 9-CD
wsj_0152,1,t28,134,1,Nov. 6,nov. 6,nov. 6,NNP CD,NN CD,128,t28,B-DATE,1989-11-06,Nov. 6,52 53,29 30,nov.-NN 6-CD,nov.-NN 6-CD
wsj_0157,2,t1999,10,1,previously,previously,previously,RB,RB,0,t1999,B-DATE,PAST_REF,Previously,78,1,previously-RB,previously-RB
wsj_0157,3,t28,179,1,the first two year,the first two year,the first two years,DT JJ CD NNS,DT JJ CD NN,160,t28,B-DURATION,P2Y,the first two years,126 127 128 129,33 34 35 36,the-DT first-JJ two-CD years-NN,the-DT first-JJ two-CD year-NN
wsj_0157,4,t29,41,1,five year,five year,five years,CD NNS,CD NN,31,t29,B-DATE,1994,five years,137 138,7 8,five-CD years-NN,five-CD year-NN
wsj_0158,1,t42,39,1,27-year,27-year,27-year,JJ,JJ,32,t42,B-DURATION,P27Y,27-year,36,9,27-year-JJ,27-year-JJ
wsj_0158,1,t43,138,1,six month,six month,six months,CD NNS,CD NN,128,t43,B-DURATION,P6M,six months,50 51,23 24,six-CD months-NN,six-CD month-NN
wsj_0158,2,t44,124,1,several-year,several-year,several-year,JJ,JJ,112,t44,B-DURATION,PXY,several-year,71,19,several-year-JJ,several-year-JJ
wsj_0158,8,t46,89,1,now,now,now,RB,RB,86,t46,B-DATE,PRESENT_REF,now,220,19,now-RB,now-RB
wsj_0159,0,t41,136,1,Nov. 20,nov. 20,nov. 20,NNP CD,NN CD,129,t41,B-DATE,1989-11-20,Nov. 20,22 23,22 23,nov.-NN 20-CD,nov.-NN 20-CD
wsj_0159,1,t44,45,1,yesterday,yesterday,yesterday,NN,NN,36,t44,B-DATE,1989-11-01,yesterday,44,9,yesterday-NN,yesterday-NN
wsj_0159,4,t51,30,1,already,already,already,RB,RB,23,t51,B-DATE,PRESENT_REF,already,138,5,already-RB,already-RB
wsj_0159,5,t52,23,1,Nov. 10,nov. 10,nov. 10,NNP CD,NN CD,16,t52,B-DATE,1989-11-10,Nov. 10,150 151,4 5,nov.-NN 10-CD,nov.-NN 10-CD
wsj_0160,0,t30,36,1,third-quarter,third-quarter,third-quarter,JJ,JJ,23,t30,B-DATE,1989-Q3,third-quarter,5,5,third-quarter-JJ,third-quarter-JJ
wsj_0160,0,t31,114,1,year-earlier,year-earlier,year-earlier,JJ,JJ,102,t31,B-DATE,1988-Q3,year-earlier,21,21,year-earlier-JJ,year-earlier-JJ
wsj_0160,1,t33,109,1,the quarter,the quarter,the quarter,DT NN,DT NN,98,t33,B-DATE,1989-Q3,the quarter,52 53,19 20,the-DT quarter-NN,the-DT quarter-NN
wsj_0160,3,t38,75,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,61,t38,B-DATE,1988-Q3,a year earlier,121 122 123,14 15 16,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0161,0,t28,54,1,third-quarter,third-quarter,third-quarter,JJ,JJ,41,t28,B-DATE,1989-Q3,third-quarter,9,9,third-quarter-JJ,third-quarter-JJ
wsj_0161,4,t31,14,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,0,t31,B-DATE,1988-Q3,A year earlier,121 122 123,1 2 3,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0165,3,t27,46,1,yesterday,yesterday,yesterday,NN,NN,37,t27,B-DATE,1989-11-01,yesterday,102,5,yesterday-NN,yesterday-NN
wsj_0167,3,t21,80,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,63,t21,B-DATE,1989-Q3,the third quarter,83 84 85,18 19 20,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0167,3,t22,111,1,year-earlier,year-earlier,year-earlier,JJ,JJ,99,t22,B-DATE,1988-Q3,year-earlier,90,25,year-earlier-JJ,year-earlier-JJ
wsj_0167,5,t23,19,1,the nine month,the nine month,the nine months,DT CD NNS,DT CD NN,4,t23,B-DURATION,P9M,the nine months,114 115 116,2 3 4,the-DT nine-CD months-NN,the-DT nine-CD month-NN
wsj_0167,5,t24,117,1,year-earlier,year-earlier,year-earlier,JJ,JJ,105,t24,B-DATE,1988,year-earlier,136,24,year-earlier-JJ,year-earlier-JJ
wsj_0168,3,t23,103,1,one-year term,one-year term,one-year term,JJ NN,JJ NN,90,t23,B-DURATION,P1Y,one-year term,86 87,18 19,one-year-JJ term-NN,one-year-JJ term-NN
wsj_0168,4,t25,69,1,a additional year,a additional year,an additional year,DT JJ NN,DT JJ NN,51,t25,B-DURATION,P1Y,an additional year,99 100 101,11 12 13,an-DT additional-JJ year-NN,a-DT additional-JJ year-NN
wsj_0169,3,t28,36,1,mid-afternoon yesterday,mid-afternoon yesterday,mid-afternoon yesterday,JJ NN,JJ NN,13,t28,B-TIME,1989-11-01TAF,mid-afternoon yesterday,88 89,4 5,mid-afternoon-JJ yesterday-NN,mid-afternoon-JJ yesterday-NN
wsj_0169,4,t36,132,1,Dec. 10,dec. 10,dec. 10,NNP CD,NN CD,125,t36,B-DATE,1989-12-10,Dec. 10,133 134,23 24,dec.-NN 10-CD,dec.-NN 10-CD
wsj_0169,6,t101,39,1,already,already,already,RB,RB,32,t101,B-DATE,PRESENT_REF,already,158,8,already-RB,already-RB
wsj_0171,0,t28,104,1,third-quarter,third-quarter,third-quarter,JJ,JJ,91,t28,B-DATE,1989-Q3,third-quarter,17,17,third-quarter-JJ,third-quarter-JJ
wsj_0171,1,t29,96,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,86,t29,B-DATE,1988-Q3,a year ago,50 51 52,21 22 23,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0171,3,t30,80,1,future,future,future,JJ,JJ,74,t30,B-DATE,FUTURE_REF,future,98,11,future-JJ,future-JJ
wsj_0171,5,t31,164,1,1990,1990,1990,CD,CD,160,t31,B-DATE,1990,1990,150,27,1990-CD,1990-CD
wsj_0171,6,t2003,27,1,currently,currently,currently,RB,RB,18,t2003,B-DATE,PRESENT_REF,currently,156,4,currently-RB,currently-RB
wsj_0171,7,t32,67,1,the quarter,the quarter,the quarter,DT NN,DT NN,56,t32,B-DATE,1989-Q3,the quarter,174 175,13 14,the-DT quarter-NN,the-DT quarter-NN
wsj_0171,7,t33,108,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,98,t33,B-DATE,1988-Q3,a year ago,181 182 183,20 21 22,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0172,1,t41,28,1,now,now,now,RB,RB,25,t41,B-DATE,PRESENT_REF,now,27,6,now-RB,now-RB
wsj_0172,1,t67,158,1,January,january,january,NNP,NN,151,t67,B-DATE,1990-01,January,52,31,january-NN,january-NN
wsj_0172,3,t75,106,1,early 1990,early 1990,early 1990,JJ CD,JJ CD,96,t75,B-DATE,1990,early 1990,80 81,15 16,early-JJ 1990-CD,early-JJ 1990-CD
wsj_0173,0,t30,31,1,once,once,once,RB,RB,27,t30,B-DATE,PAST_REF,once,6,6,once-RB,once-RB
wsj_0173,0,t26,107,1,the early 1980s,the early 1980s,the early 1980s,DT JJ CD,DT JJ CD,92,t26,B-DATE,198,the early 1980s,19 20 21,19 20 21,the-DT early-JJ 1980s-CD,the-DT early-JJ 1980s-CD
wsj_0173,4,t27,54,1,1983,1983,1983,CD,CD,50,t27,B-DATE,1983,1983,122,13,1983-CD,1983-CD
wsj_0173,5,t28,112,1,1985,1985,1985,CD,CD,108,t28,B-DATE,1985,1985,165,21,1985-CD,1985-CD
wsj_0173,6,t29,121,1,July 1988,july 1988,july 1988,NNP CD,NN CD,112,t29,B-DATE,1988-07,July 1988,187 188,21 22,july-NN 1988-CD,july-NN 1988-CD
wsj_0175,0,t38,172,1,Tuesday,tuesday,tuesday,NNP,NN,165,t38,B-DATE,1989-10-31,Tuesday,26,26,tuesday-NN,tuesday-NN
wsj_0175,1,t34,130,1,this month,this month,this month,DT NN,DT NN,120,t34,B-DATE,1989-11,this month,49 50,21 22,this-DT month-NN,this-DT month-NN
wsj_0175,4,t40,108,1,Monday,monday,monday,NNP,NN,102,t40,B-DATE,1989-11-06,Monday,115,17,monday-NN,monday-NN
wsj_0176,1,t21,75,1,early this week,early this week,early this week,RB DT NN,RB DT NN,60,t21,B-DATE,1989-W44,early this week,40 41 42,11 12 13,early-RB this-DT week-NN,early-RB this-DT week-NN
wsj_0176,2,t23,119,1,the next three quarter,the next three quarter,the next three quarters,DT JJ CD NNS,DT JJ CD NN,96,t23,B-DURATION,P9M,the next three quarters,82 83 84 85,21 22 23 24,the-DT next-JJ three-CD quarters-NN,the-DT next-JJ three-CD quarter-NN
wsj_0176,3,t24,41,1,the first nine month,the first nine month,the first nine months,DT JJ CD NNS,DT JJ CD NN,20,t24,B-DURATION,P9M,the first nine months,91 92 93 94,5 6 7 8,the-DT first-JJ nine-CD months-NN,the-DT first-JJ nine-CD month-NN
wsj_0176,5,t25,72,1,recent quarter,recent quarter,recent quarters,JJ NNS,JJ NN,57,t25,B-DURATION,PXM,recent quarters,158 159,9 10,recent-JJ quarters-NN,recent-JJ quarter-NN
wsj_0184,0,t79,149,1,fourth-quarter,fourth-quarter,fourth-quarter,JJ,JJ,135,t79,B-DURATION,1989-Q4,fourth-quarter,26,26,fourth-quarter-JJ,fourth-quarter-JJ
wsj_0184,5,t190,75,1,two-year,two-year,two-year,JJ,JJ,67,t190,B-DURATION,P2Y,two-year,138,12,two-year-JJ,two-year-JJ
wsj_0184,11,t92,61,1,yesterday,yesterday,yesterday,NN,NN,52,t92,B-DATE,1989-11-01,yesterday,267,10,yesterday-NN,yesterday-NN
wsj_0184,13,t372,29,1,earlier this year,earlier this year,earlier this year,RBR DT NN,RB DT NN,12,t372,B-DATE,1989,earlier this year,320 321 322,3 4 5,earlier-RB this-DT year-NN,earlier-RB this-DT year-NN
wsj_0184,14,t500,83,1,two-year,two-year,two-year,JJ,JJ,75,t500,B-DURATION,P2Y,two-year,346,14,two-year-JJ,two-year-JJ
wsj_0184,15,t404,7,1,earlier,earlier,earlier,JJR,JJ,0,t404,B-DATE,PAST_REF,Earlier,350,1,earlier-JJ,earlier-JJ
wsj_0187,6,t35,32,1,yesterday,yesterday,yesterday,NN,NN,23,t35,B-DATE,1989-11-01,yesterday,157,5,yesterday-NN,yesterday-NN
wsj_0187,10,t37,143,1,this week,this week,this week,DT NN,DT NN,134,t37,B-DATE,1989-W44,this week,276 277,24 25,this-DT week-NN,this-DT week-NN
wsj_0187,11,t36,57,1,Tuesday,tuesday,tuesday,NNP,NN,50,t36,B-DATE,1989-10-31,Tuesday,285,7,tuesday-NN,tuesday-NN
wsj_0189,0,t38,60,1,fourth-quarter,fourth-quarter,fourth-quarter,JJ,JJ,46,t38,B-DURATION,1989-Q4,fourth-quarter,10,10,fourth-quarter-JJ,fourth-quarter-JJ
wsj_0189,1,t39,133,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,119,t39,B-DATE,1988-Q4,a year earlier,53 54 55,28 29 30,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0189,2,t42,26,1,the latest period,the latest period,the latest period,DT JJS NN,DT JJ NN,9,t42,B-DATE,1989-Q4,the latest period,59 60 61,3 4 5,the-DT latest-JJ period-NN,the-DT latest-JJ period-NN
wsj_0189,2,t43,79,1,last year,last year,last year,JJ NN,JJ NN,70,t43,B-DATE,1988-Q4,last year,72 73,16 17,last-JJ year-NN,last-JJ year-NN
wsj_0189,3,t41,12,1,the year,the year,the year,DT NN,DT NN,4,t41,B-DATE,1989,the year,80 81,2 3,the-DT year-NN,the-DT year-NN
wsj_0189,3,t40,27,1,Sept. 30,sept. 30,sept. 30,NNP CD,NN CD,19,t40,B-DATE,1989-09-30,Sept. 30,83 84,5 6,sept.-NN 30-CD,sept.-NN 30-CD
wsj_0189,4,t50,9,1,this year,this year,this year,DT NN,DT NN,0,t50,B-DATE,1989,This year,112 113,1 2,this-DT year-NN,this-DT year-NN
wsj_0189,5,t44,23,1,the full year,the full year,the full year,DT JJ NN,DT JJ NN,10,t44,B-DATE,1989,the full year,132 133 134,3 4 5,the-DT full-JJ year-NN,the-DT full-JJ year-NN
wsj_0189,6,t45,114,1,recent,recent,recent,JJ,JJ,108,t45,B-DATE,PAST_REF,recent,166,19,recent-JJ,recent-JJ
wsj_0189,7,t46,126,1,the next year or so,the next year or so,the next year or so,DT JJ NN CC RB,DT JJ NN CC RB,107,t46,B-DATE,1990,the next year or so,202 203 204 205 206,19 20 21 22 23,the-DT next-JJ year-NN or-CC so-RB,the-DT next-JJ year-NN or-CC so-RB
wsj_0189,8,t47,37,1,fourth-quarter,fourth-quarter,fourth-quarter,JJ,JJ,23,t47,B-DATE,1989-Q4,fourth-quarter,215,4,fourth-quarter-JJ,fourth-quarter-JJ
wsj_0189,9,t48,12,1,the year,the year,the year,DT NN,DT NN,4,t48,B-DATE,1989,the year,241 242,2 3,the-DT year-NN,the-DT year-NN
wsj_0189,13,t49,31,1,yesterday,yesterday,yesterday,NN,NN,22,t49,B-DATE,1989-11-01,yesterday,310,4,yesterday-NN,yesterday-NN
wsj_0263,3,t17,55,1,Jan. 3,jan. 3,jan. 3,NNP CD,NN CD,49,t17,B-DATE,1990-01-03,Jan. 3,51 52,9 10,jan.-NN 3-CD,jan.-NN 3-CD
wsj_0263,3,t18,82,1,Nov. 16,nov. 16,nov. 16,NNP CD,NN CD,75,t18,B-DATE,1989-11-16,Nov. 16,57 58,15 16,nov.-NN 16-CD,nov.-NN 16-CD
wsj_0263,5,t20,141,1,the fourth quarter,the fourth quarter,the fourth quarter,DT JJ NN,DT JJ NN,123,t20,B-DATE,1989-Q4,the fourth quarter,104 105 106,27 28 29,the-DT fourth-JJ quarter-NN,the-DT fourth-JJ quarter-NN
wsj_0263,5,t19,155,1,Aug. 26,aug. 26,aug. 26,NNP CD,NN CD,148,t19,B-DATE,1989-08-26,Aug. 26,108 109,31 32,aug.-NN 26-CD,aug.-NN 26-CD
wsj_0263,6,t2096,14,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,0,t2096,B-DATE,1988-11-01,A year earlier,111 112 113,1 2 3,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0266,0,t42,39,1,Oct. 23,oct. 23,oct. 23,NNP CD,NN CD,32,t42,B-DATE,1989-10-23,Oct. 23,8 9,8 9,oct.-NN 23-CD,oct.-NN 23-CD
wsj_0266,1,t39,30,1,about two year ago,about two year ago,about two years ago,IN CD NNS RB,IN CD NN RB,11,t39,B-DURATION,P2Y,about two years ago,30 31 32 33,3 4 5 6,about-IN two-CD years-NN ago-RB,about-IN two-CD year-NN ago-RB
wsj_0266,1,t40,167,1,the 20th century,the 20th century,the 20th century,DT JJ NN,DT JJ NN,151,t40,B-DATE,19XX,the 20th century,58 59 60,31 32 33,the-DT 20th-JJ century-NN,the-DT 20th-JJ century-NN
wsj_0292,0,t82,112,1,third-quarter,third-quarter,third-quarter,JJ,JJ,99,t82,B-DATE,1989-Q3,third-quarter,17,17,third-quarter-JJ,third-quarter-JJ
wsj_0292,1,t78,151,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,141,t78,B-DATE,1988-Q3,a year ago,51 52 53,31 32 33,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0292,3,t79,27,1,a flat second quarter,a flat second quarter,a flat second quarter,DT JJ JJ NN,DT JJ JJ NN,6,t79,B-DATE,1989-Q2,a flat second quarter,69 70 71 72,2 3 4 5,a-DT flat-JJ second-JJ quarter-NN,a-DT flat-JJ second-JJ quarter-NN
wsj_0292,6,t85,95,1,the year-earlier period,the year-earlier period,the year-earlier period,DT JJ NN,DT JJ NN,72,t85,B-DATE,1988-Q3,the year-earlier period,155 156 157,11 12 13,the-DT year-earlier-JJ period-NN,the-DT year-earlier-JJ period-NN
wsj_0292,7,t86,18,1,the 1989 period,the 1989 period,the 1989 period,DT CD NN,DT CD NN,3,t86,B-DATE,1989-Q3,the 1989 period,177 178 179,2 3 4,the-DT 1989-CD period-NN,the-DT 1989-CD period-NN
wsj_0292,7,t87,83,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,73,t87,B-DATE,1988-Q3,a year ago,190 191 192,15 16 17,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0292,8,t88,24,1,the first nine month,the first nine month,the first nine months,DT JJ CD NNS,DT JJ CD NN,3,t88,B-DURATION,P9M,the first nine months,195 196 197 198,2 3 4 5,the-DT first-JJ nine-CD months-NN,the-DT first-JJ nine-CD month-NN
wsj_0313,0,t62,158,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,141,t62,B-DATE,1989-Q3,the third quarter,23 24 25,23 24 25,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0313,2,t63,20,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,3,t63,B-DURATION,1989-Q3,the third quarter,59 60 61,2 3 4,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0313,2,t65,229,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,219,t65,B-DATE,1988-Q3,a year ago,110 111 112,53 54 55,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0313,3,t66,17,1,the latest period,the latest period,the latest period,DT JJS NN,DT JJ NN,0,t66,B-DATE,1989-Q3,The latest period,114 115 116,1 2 3,the-DT latest-JJ period-NN,the-DT latest-JJ period-NN
wsj_0313,5,t67,134,1,the near future,the near future,the near future,DT JJ NN,DT JJ NN,119,t67,B-DATE,FUTURE_REF,the near future,161 162 163,22 23 24,the-DT near-JJ future-NN,the-DT near-JJ future-NN
wsj_0316,5,t16,201,1,early next year,early next year,early next year,RB JJ NN,RB JJ NN,186,t16,B-DATE,1990,early next year,143 144 145,33 34 35,early-RB next-JJ year-NN,early-RB next-JJ year-NN
wsj_0321,0,t41,195,1,yesterday,yesterday,yesterday,NN,NN,186,t41,B-DATE,1989-10-31,yesterday,35,35,yesterday-NN,yesterday-NN
wsj_0324,2,t49,101,1,now,now,now,RB,RB,98,t49,B-DATE,PRESENT_REF,now,54,16,now-RB,now-RB
wsj_0324,3,t64,117,1,last year,last year,last year,JJ NN,JJ NN,108,t64,B-DATE,1988,last year,88 89,21 22,last-JJ year-NN,last-JJ year-NN
wsj_0325,0,t31,53,1,third-quarter,third-quarter,third-quarter,JJ,JJ,40,t31,B-DATE,1989-Q3,third-quarter,7,7,third-quarter-JJ,third-quarter-JJ
wsj_0325,1,t48,113,1,the quarter,the quarter,the quarter,DT NN,DT NN,102,t48,B-DATE,1989-Q3,the quarter,41 42,24 25,the-DT quarter-NN,the-DT quarter-NN
wsj_0325,1,t32,128,1,Sept. 30,sept. 30,sept. 30,NNP CD,NN CD,120,t32,B-DATE,1989-09-30,Sept. 30,44 45,27 28,sept.-NN 30-CD,sept.-NN 30-CD
wsj_0325,2,t49,75,1,the year-ago quarter,the year-ago quarter,the year-ago quarter,DT JJ NN,DT JJ NN,55,t49,B-DATE,1988-Q3,the year-ago quarter,60 61 62,14 15 16,the-DT year-ago-JJ quarter-NN,the-DT year-ago-JJ quarter-NN
wsj_0325,3,t51,12,1,year-ago,year-ago,year-ago,JJ,JJ,4,t51,B-DATE,1988-Q3,year-ago,65,2,year-ago-JJ,year-ago-JJ
wsj_0325,6,t52,24,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,7,t52,B-DATE,1989-Q3,the third quarter,124 125 126,2 3 4,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0329,2,t21,55,1,three year,three year,three years,CD NNS,CD NN,44,t21,B-DURATION,P3Y,three years,111 112,10 11,three-CD years-NN,three-CD year-NN
wsj_0329,3,t22,171,1,each month,each month,each month,DT NN,DT NN,161,t22,B-SET,P1M,each month,156 157,34 35,each-DT month-NN,each-DT month-NN
wsj_0332,3,t50,36,1,last Wednesday,last wednesday,last wednesday,JJ NNP,JJ NN,22,t50,B-DATE,1989-10-25,last Wednesday,96 97,5 6,last-JJ wednesday-NN,last-JJ wednesday-NN
wsj_0340,1,t23,17,1,earlier yesterday,earlier yesterday,earlier yesterday,JJR NN,JJ NN,0,t23,B-DATE,1989-10-31,Earlier yesterday,39 40,1 2,earlier-JJ yesterday-NN,earlier-JJ yesterday-NN
wsj_0340,2,t61,108,1,last week,last week,last week,JJ NN,JJ NN,99,t61,B-DATE,1989-WXX,last week,85 86,17 18,last-JJ week-NN,last-JJ week-NN
