Doc Id,Sentence Id,Event Id,Aspect,End Offset,Event Class,Is Event,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Polarity,Pos,Start Offset,Tense,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
wsj_0325,5,e15,NONE,72,B-OCCURRENCE,1,issue,issue,issuing,VBG,POS,VB,65,PRESPART,issuing,103,14,issuing-VB,issue-VB
WSJ910225-0066,45,e262,NONE,62,B-OCCURRENCE,1,issue,issue,issuing,VBG,POS,VB,55,PRESPART,issuing,1274,8,issuing-VB,issue-VB
APW20000128.0316,4,e129,NONE,146,B-OCCURRENCE,1,jail,jail,jailed,VBN,NEG,VB,140,PAST,jailed,188,29,jailed-VB,jail-VB
wsj_0583,28,e156,PROGRESSIVE,39,B-OCCURRENCE,1,jettison,jettison,jettisoning,VBG,NEG,VB,28,PRESENT,jettisoning,837,7,jettisoning-VB,jettison-VB
AP900815-0044,35,e196,PERFECTIVE,78,B-OCCURRENCE,1,join,join,join,VB,POS,VB,74,NONE,join,900,12,join-VB,join-VB
APW19980227.0494,12,e66,NONE,50,B-OCCURRENCE,1,join,join,join,VB,NEG,VB,46,NONE,join,308,8,join-VB,join-VB
APW19981205.0374,2,e10,NONE,30,B-OCCURRENCE,1,join,join,join,VB,POS,VB,26,INFINITIVE,join,70,6,join-VB,join-VB
APW19981205.0374,4,e19,NONE,74,B-OCCURRENCE,1,join,join,join,VB,POS,VB,70,INFINITIVE,join,114,14,join-VB,join-VB
APW19990122.0193,11,e56,NONE,105,B-OCCURRENCE,1,join,join,join,VB,POS,VB,101,INFINITIVE,join,402,20,join-VB,join-VB
wsj_0786,3,e11,NONE,92,B-OCCURRENCE,1,join,join,join,VB,POS,VB,88,INFINITIVE,join,96,19,join-VB,join-VB
wsj_1014,17,e104,NONE,71,B-OCCURRENCE,1,join,join,join,VB,POS,VB,67,INFINITIVE,join,532,16,join-VB,join-VB
XIE19990210.0079,4,e18,NONE,94,B-OCCURRENCE,1,join,join,join,VB,POS,VB,90,INFINITIVE,join,129,14,join-VB,join-VB
XIE19990227.0171,3,e9,NONE,66,B-OCCURRENCE,1,join,join,join,VB,POS,VB,62,INFINITIVE,join,94,13,join-VB,join-VB
XIE19990227.0171,3,e10,NONE,117,B-OCCURRENCE,1,join,join,join,VB,POS,VB,113,FUTURE,join,104,23,join-VB,join-VB
APW19980227.0487,11,e61,NONE,77,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,71,PAST,joined,281,15,joined-VB,join-VB
APW20000210.0328,20,e52,NONE,34,B-OCCURRENCE,1,join,join,joined,VBD,NEG,VB,28,PAST,joined,492,7,joined-VB,join-VB
APW20000417.0031,32,e86,NONE,14,B-OCCURRENCE,1,join,join,joined,VBD,NEG,VB,8,PAST,joined,791,2,joined-VB,join-VB
NYT19980424.0421,4,e26,NONE,168,B-OCCURRENCE,1,join,join,joined,VBN,POS,VB,162,PAST,joined,176,30,joined-VB,join-VB
NYT19981025.0188,8,e26,NONE,24,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,18,PAST,joined,221,5,joined-VB,join-VB
NYT20000403.0463,34,e105,NONE,93,B-OCCURRENCE,1,join,join,joined,VBD,NEG,VB,87,PAST,joined,888,22,joined-VB,join-VB
wsj_0675,1,e160,NONE,74,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,68,PAST,joined,39,12,joined-VB,join-VB
wsj_0810,15,e90,NONE,52,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,46,PAST,joined,446,8,joined-VB,join-VB
wsj_1006,3,e16,NONE,17,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,11,PAST,joined,74,3,joined-VB,join-VB
XIE19990313.0031,0,e1,NONE,106,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,100,PAST,joined,18,18,joined-VB,join-VB
XIE19990313.0229,0,e1,NONE,106,B-OCCURRENCE,1,join,join,joined,VBD,POS,VB,100,PAST,joined,18,18,joined-VB,join-VB
APW19981205.0374,0,e3,NONE,179,B-STATE,1,join,join,joining,VBG,POS,VB,172,NONE,joining,31,31,joining-VB,join-VB
APW20000210.0328,29,e84,NONE,91,B-OCCURRENCE,1,join,join,joining,VBG,NEG,VB,84,PRESPART,joining,785,17,joining-VB,join-VB
NYT19990312.0271,2,e16,NONE,154,B-OCCURRENCE,1,join,join,joining,VBG,POS,VB,147,PRESPART,joining,132,30,joining-VB,join-VB
VOA19980303.1600.2745,13,e63,PROGRESSIVE,37,B-OCCURRENCE,1,join,join,joining,VBG,POS,VB,30,PRESENT,joining,350,7,joining-VB,join-VB
APW20000403.0057,24,e86,NONE,60,B-OCCURRENCE,1,joke,joke,joked,VBD,NEG,VB,55,PAST,joked,769,13,joked-VB,joke-VB
APW20000128.0316,2,e80,NONE,92,B-OCCURRENCE,1,journey,journey,journey,NN,NEG,NN,85,NONE,journey,104,15,journey-NN,journey-NN
NYT20000406.0002,18,e83,NONE,59,B-OCCURRENCE,1,journey,journey,journey,NN,NEG,NN,52,NONE,journey,572,11,journey-NN,journey-NN
wsj_0583,32,e172,NONE,42,B-OCCURRENCE,1,jump,jump,jump,NN,POS,NN,38,NONE,jump,961,10,jump-NN,jump-NN
NYT19980907.0112,22,e61,NONE,41,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,35,PAST,jumped,659,7,jumped-VB,jump-VB
VOA19980303.1600.2745,8,e38,NONE,100,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,94,PAST,jumped,215,19,jumped-VB,jump-VB
wsj_0132,0,e2,NONE,52,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,46,PAST,jumped,10,10,jumped-VB,jump-VB
wsj_0348,0,e2,NONE,42,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,36,PAST,jumped,7,7,jumped-VB,jump-VB
wsj_0781,20,e106,PERFECTIVE,80,B-OCCURRENCE,1,jump,jump,jumped,VBN,POS,VB,74,PRESENT,jumped,541,16,jumped-VB,jump-VB
wsj_0904,1,e10,NONE,34,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,28,PAST,jumped,42,6,jumped-VB,jump-VB
wsj_0907,0,e5,NONE,80,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,74,PAST,jumped,12,12,jumped-VB,jump-VB
wsj_0950,19,e58,NONE,36,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,30,PAST,jumped,484,6,jumped-VB,jump-VB
wsj_1011,6,e25,NONE,24,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,18,PAST,jumped,179,3,jumped-VB,jump-VB
wsj_1011,9,e35,NONE,91,B-OCCURRENCE,1,jump,jump,jumped,VBD,POS,VB,85,PAST,jumped,259,14,jumped-VB,jump-VB
APW19990607.0041,6,e29,NONE,93,B-STATE,1,justified,justified,justified,JJ,POS,JJ,84,NONE,justified,222,18,justified-JJ,justified-JJ
wsj_0745,17,e1986,NONE,65,B-I_STATE,1,keen,keen,keen,JJ,POS,JJ,61,PRESENT,keen,514,9,keen-JJ,keen-JJ
APW19990312.0251,10,e29,NONE,119,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,115,PRESENT,keep,242,21,keep-VB,keep-VB
APW20000106.0064,3,e11,NONE,40,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,36,INFINITIVE,keep,97,6,keep-VB,keep-VB
APW20000106.0064,11,e29,NONE,51,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,47,INFINITIVE,keep,249,10,keep-VB,keep-VB
APW20000107.0088,0,e4,NONE,196,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,192,INFINITIVE,keep,31,31,keep-VB,keep-VB
APW20000107.0088,11,e29,NONE,100,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,96,INFINITIVE,keep,279,18,keep-VB,keep-VB
APW20000107.0088,19,e49,NONE,51,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,47,INFINITIVE,keep,438,10,keep-VB,keep-VB
APW20000107.0318,34,e68,NONE,19,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,15,INFINITIVE,keep,704,5,keep-VB,keep-VB
APW20000107.0318,38,e81,NONE,69,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,65,PRESENT,keep,813,13,keep-VB,keep-VB
APW20000115.0031,8,e31,NONE,142,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,138,INFINITIVE,keep,308,27,keep-VB,keep-VB
APW20000115.0031,23,e72,NONE,69,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,65,INFINITIVE,keep,709,12,keep-VB,keep-VB
APW20000115.0209,0,e4,NONE,196,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,192,INFINITIVE,keep,31,31,keep-VB,keep-VB
APW20000115.0209,11,e29,NONE,100,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,96,INFINITIVE,keep,279,18,keep-VB,keep-VB
APW20000115.0209,19,e49,NONE,51,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,47,INFINITIVE,keep,438,10,keep-VB,keep-VB
APW20000128.0316,20,e58,NONE,153,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,149,INFINITIVE,keep,668,26,keep-VB,keep-VB
APW20000210.0328,9,e26,NONE,114,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,110,PAST,keep,239,20,keep-VB,keep-VB
APW20000210.0328,24,e69,NONE,220,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,216,INFINITIVE,keep,636,41,keep-VB,keep-VB
APW20000216.0193,4,e12,NONE,82,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,78,INFINITIVE,keep,118,17,keep-VB,keep-VB
APW20000216.0193,12,e36,NONE,88,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,84,INFINITIVE,keep,325,15,keep-VB,keep-VB
APW20000216.0272,4,e12,NONE,82,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,78,INFINITIVE,keep,118,17,keep-VB,keep-VB
APW20000216.0272,14,e43,NONE,88,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,84,INFINITIVE,keep,404,15,keep-VB,keep-VB
APW20000403.0057,17,e58,NONE,45,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,41,INFINITIVE,keep,562,8,keep-VB,keep-VB
APW20000405.0276,10,e28,NONE,39,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,35,INFINITIVE,keep,323,8,keep-VB,keep-VB
APW20000417.0031,29,e76,NONE,34,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,30,INFINITIVE,keep,684,6,keep-VB,keep-VB
NYT19980206.0460,13,e65,NONE,167,B-OCCURRENCE,1,keep,keep,keep,VB,POS,VB,163,INFINITIVE,keep,366,27,keep-VB,keep-VB
NYT20000105.0325,10,e37,NONE,241,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,237,INFINITIVE,keep,364,44,keep-VB,keep-VB
NYT20000105.0325,23,e68,NONE,61,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,57,INFINITIVE,keep,724,15,keep-VB,keep-VB
NYT20000113.0267,1,e4,NONE,184,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,180,INFINITIVE,keep,54,33,keep-VB,keep-VB
NYT20000224.0173,37,e100,NONE,182,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,178,INFINITIVE,keep,1003,34,keep-VB,keep-VB
NYT20000329.0359,2,e16,NONE,217,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,213,INFINITIVE,keep,156,39,keep-VB,keep-VB
NYT20000330.0406,0,e2,NONE,63,B-OCCURRENCE,1,keep,keep,keep,VBP,NEG,VB,59,PRESENT,keep,10,10,keep-VB,keep-VB
NYT20000403.0463,30,e89,NONE,13,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,9,INFINITIVE,keep,778,3,keep-VB,keep-VB
NYT20000414.0296,24,e57,NONE,133,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,129,INFINITIVE,keep,547,24,keep-VB,keep-VB
NYT20000601.0442,15,e43,NONE,15,B-OCCURRENCE,1,keep,keep,keep,VB,NEG,VB,11,FUTURE,keep,438,4,keep-VB,keep-VB
wsj_0132,6,e27,NONE,76,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,72,NONE,keep,171,12,keep-VB,keep-VB
wsj_0376,11,e62,NONE,73,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,69,INFINITIVE,keep,308,14,keep-VB,keep-VB
wsj_0585,46,e237,NONE,115,B-I_ACTION,1,keep,keep,keep,VB,POS,VB,111,INFINITIVE,keep,1109,19,keep-VB,keep-VB
wsj_0745,10,e59,NONE,81,B-OCCURRENCE,1,keep,keep,keep,VB,POS,VB,77,INFINITIVE,keep,311,11,keep-VB,keep-VB
wsj_0745,20,e109,NONE,111,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,107,NONE,keep,600,20,keep-VB,keep-VB
wsj_0781,43,e198,NONE,22,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,18,FUTURE,keep,1070,5,keep-VB,keep-VB
wsj_0907,4,e20,NONE,129,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,125,INFINITIVE,keep,122,21,keep-VB,keep-VB
WSJ900813-0157,53,e365,NONE,178,B-ASPECTUAL,1,keep,keep,keep,VB,POS,VB,174,NONE,keep,1655,33,keep-VB,keep-VB
NYT20000224.0173,37,e96,PERFECTIVE_PROGRESSIVE,135,B-OCCURRENCE,1,keep,keep,keeping,VBG,NEG,VB,128,PRESENT,keeping,992,23,keeping-VB,keep-VB
NYT20000330.0406,1,e7,NONE,125,B-OCCURRENCE,1,keep,keep,keeping,VBG,NEG,VB,118,PRESPART,keeping,80,21,keeping-VB,keep-VB
WSJ910225-0066,44,e258,NONE,68,B-ASPECTUAL,1,keep,keep,keeping,VBG,POS,VB,61,PRESPART,keeping,1256,9,keeping-VB,keep-VB
ABC19980120.1830.0957,10,e30,PERFECTIVE,58,B-ASPECTUAL,1,keep,keep,kept,VBN,POS,VB,54,PRESENT,kept,165,11,kept-VB,keep-VB
APW19980213.1380,0,e1,NONE,53,B-ASPECTUAL,1,keep,keep,kept,VBD,POS,VB,49,PAST,kept,10,10,kept-VB,keep-VB
APW19980322.0749,7,e46,NONE,37,B-ASPECTUAL,1,keep,keep,kept,VBD,POS,VB,33,PAST,kept,231,7,kept-VB,keep-VB
APW20000128.0316,21,e59,NONE,9,B-OCCURRENCE,1,keep,keep,kept,VBD,NEG,VB,5,PAST,kept,675,2,kept-VB,keep-VB
APW20000216.0272,5,e20,NONE,178,B-OCCURRENCE,1,keep,keep,kept,VBN,NEG,VB,174,PAST,kept,171,31,kept-VB,keep-VB
APW20000216.0272,15,e47,PROGRESSIVE,159,B-OCCURRENCE,1,keep,keep,kept,VBN,NEG,VB,155,PRESENT,kept,442,29,kept-VB,keep-VB
NYT20000403.0463,18,e50,NONE,64,B-OCCURRENCE,1,keep,keep,kept,VBD,NEG,VB,60,PAST,kept,492,11,kept-VB,keep-VB
PRI19980121.2000.2591,7,e1989,NONE,23,B-OCCURRENCE,1,keep,keep,kept,VBN,POS,VB,19,PRESENT,kept,104,4,kept-VB,keep-VB
WSJ900813-0157,33,e234,NONE,99,B-OCCURRENCE,1,kick,kick,kick,VB,POS,VB,95,INFINITIVE,kick,1058,19,kick-VB,kick-VB
APW19980213.1380,2,e11,NONE,23,B-OCCURRENCE,1,kidnap,kidnap,kidnapped,VBN,POS,VB,14,PAST,kidnapped,66,3,kidnapped-VB,kidnap-VB
APW19980219.0476,0,e5,NONE,184,B-OCCURRENCE,1,kidnap,kidnap,kidnapped,VBN,POS,VB,175,PASTPART,kidnapped,33,33,kidnapped-VB,kidnap-VB
APW19980219.0476,6,e30,NONE,96,B-OCCURRENCE,1,kidnap,kidnap,kidnapped,VBN,POS,VB,87,PAST,kidnapped,199,19,kidnapped-VB,kidnap-VB
APW20000128.0316,0,e2,NONE,160,B-OCCURRENCE,1,kidnap,kidnap,kidnapped,VBN,NEG,VB,151,PAST,kidnapped,28,28,kidnapped-VB,kidnap-VB
APW20000128.0316,5,e20,NONE,39,B-OCCURRENCE,1,kidnap,kidnap,kidnapped,VBN,NEG,VB,30,PAST,kidnapped,198,6,kidnapped-VB,kidnap-VB
APW20000128.0316,16,e110,NONE,181,B-OCCURRENCE,1,kidnapping,kidnapping,kidnapping,NN,NEG,NN,171,NONE,kidnapping,548,30,kidnapping-NN,kidnapping-NN
APW20000216.0193,1,e55,NONE,57,B-OCCURRENCE,1,kidnapping,kidnapping,kidnapping,NN,NEG,NN,47,NONE,kidnapping,47,10,kidnapping-NN,kidnapping-NN
APW20000216.0272,1,e62,NONE,57,B-OCCURRENCE,1,kidnapping,kidnapping,kidnapping,NN,NEG,NN,47,NONE,kidnapping,47,10,kidnapping-NN,kidnapping-NN
APW19980213.1380,9,e276,NONE,104,B-OCCURRENCE,1,kidnapping,kidnapping,kidnappings,NNS,POS,NN,93,NONE,kidnappings,221,17,kidnappings-NN,kidnapping-NN
APW19980213.1380,0,e2,NONE,75,B-OCCURRENCE,1,kill,kill,kill,VB,POS,VB,71,INFINITIVE,kill,14,14,kill-VB,kill-VB
APW19980227.0487,1,e17,NONE,110,B-OCCURRENCE,1,kill,kill,kill,VB,POS,VB,106,INFINITIVE,kill,58,21,kill-VB,kill-VB
APW19990410.0123,3,e12,NONE,93,B-OCCURRENCE,1,kill,kill,kill,VB,POS,VB,89,INFINITIVE,kill,83,18,kill-VB,kill-VB
APW20000107.0088,4,e14,NONE,122,B-OCCURRENCE,1,kill,kill,kill,VB,NEG,VB,118,INFINITIVE,kill,135,25,kill-VB,kill-VB
APW20000115.0209,4,e14,NONE,122,B-OCCURRENCE,1,kill,kill,kill,VB,NEG,VB,118,INFINITIVE,kill,135,25,kill-VB,kill-VB
APW19980219.0476,0,e7,NONE,204,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,198,PASTPART,killed,36,36,killed-VB,kill-VB
APW19980219.0476,5,e24,PERFECTIVE,117,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,111,PAST,killed,175,20,killed-VB,kill-VB
APW19980219.0476,14,e87,PERFECTIVE,56,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,50,PAST,killed,448,10,killed-VB,kill-VB
APW19980301.0720,12,e67,PERFECTIVE,125,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,119,PRESENT,killed,352,21,killed-VB,kill-VB
APW19980301.0720,13,e69,NONE,37,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,31,PAST,killed,364,6,killed-VB,kill-VB
APW19980301.0720,15,e75,NONE,37,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,31,PAST,killed,393,7,killed-VB,kill-VB
APW19980308.0201,6,e30,NONE,39,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,33,PASTPART,killed,141,7,killed-VB,kill-VB
APW19980808.0022,1,e4,NONE,23,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,17,PAST,killed,48,5,killed-VB,kill-VB
APW19980808.0022,7,e21,NONE,30,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,24,PAST,killed,198,6,killed-VB,kill-VB
APW19980813.1117,4,e13,NONE,119,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,113,PAST,killed,140,23,killed-VB,kill-VB
APW19980818.0515,2,e11,NONE,158,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,152,PAST,killed,101,29,killed-VB,kill-VB
APW19980818.0515,7,e29,NONE,93,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,87,PAST,killed,257,20,killed-VB,kill-VB
APW19980820.1428,4,e10,NONE,41,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,35,PAST,killed,150,9,killed-VB,kill-VB
APW19980911.0475,4,e13,NONE,115,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,109,PAST,killed,149,22,killed-VB,kill-VB
APW19980911.0475,5,e15,NONE,15,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,9,PAST,killed,166,3,killed-VB,kill-VB
APW19980911.0475,5,e16,NONE,32,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,26,PAST,killed,170,7,killed-VB,kill-VB
APW19980930.0425,3,e13,NONE,29,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,23,PAST,killed,100,6,killed-VB,kill-VB
APW19980930.0425,4,e17,NONE,162,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,156,PAST,killed,139,26,killed-VB,kill-VB
APW19990122.0193,0,e4,NONE,150,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,144,PAST,killed,26,26,killed-VB,kill-VB
APW19990122.0193,9,e45,NONE,161,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,155,PAST,killed,320,30,killed-VB,kill-VB
APW19990122.0193,14,e71,NONE,153,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,147,PAST,killed,496,25,killed-VB,kill-VB
APW19990206.0090,5,e25,NONE,66,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,60,PAST,killed,172,12,killed-VB,kill-VB
APW19990410.0123,1,e5,NONE,30,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,24,PAST,killed,36,5,killed-VB,kill-VB
APW19990506.0155,19,e77,NONE,116,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,110,PAST,killed,509,22,killed-VB,kill-VB
APW19990506.0155,20,e81,NONE,92,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,86,PAST,killed,534,16,killed-VB,kill-VB
APW19990507.0207,18,e55,NONE,116,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,110,PAST,killed,418,22,killed-VB,kill-VB
APW19990507.0207,19,e60,NONE,92,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,86,PAST,killed,443,16,killed-VB,kill-VB
APW19990607.0041,2,e11,NONE,35,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,29,PAST,killed,92,8,killed-VB,kill-VB
APW19990607.0041,14,e97,NONE,155,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,149,PAST,killed,435,31,killed-VB,kill-VB
APW19990607.0041,24,e87,NONE,18,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,12,PAST,killed,650,3,killed-VB,kill-VB
APW19991008.0151,3,e10,NONE,82,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,76,PAST,killed,105,13,killed-VB,kill-VB
APW19991008.0265,0,e2,NONE,166,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,160,PAST,killed,30,30,killed-VB,kill-VB
APW19991024.0075,0,e4,NONE,176,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,170,PAST,killed,30,30,killed-VB,kill-VB
APW19991024.0075,7,e21,NONE,18,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,12,PAST,killed,149,3,killed-VB,kill-VB
APW19991024.0075,13,e47,NONE,177,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,171,NONE,killed,286,30,killed-VB,kill-VB
APW19991024.0075,15,e56,PERFECTIVE,70,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,64,PRESENT,killed,337,12,killed-VB,kill-VB
APW20000124.0182,6,e23,NONE,18,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,12,PAST,killed,173,3,killed-VB,kill-VB
APW20000210.0328,23,e64,NONE,143,B-OCCURRENCE,1,kill,kill,killed,VBD,NEG,VB,137,PAST,killed,588,26,killed-VB,kill-VB
CNN19980227.2130.0067,5,e12,NONE,20,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,14,PRESENT,killed,61,4,killed-VB,kill-VB
CNN19980227.2130.0067,10,e17,NONE,53,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,47,PRESENT,killed,94,11,killed-VB,kill-VB
NYT19980212.0019,0,e2,NONE,87,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,81,PAST,killed,17,17,killed-VB,kill-VB
NYT19980402.0453,3,e15,PERFECTIVE,129,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,123,PAST,killed,139,25,killed-VB,kill-VB
NYT19981025.0188,9,e32,NONE,138,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,132,PAST,killed,270,27,killed-VB,kill-VB
NYT19981120.0362,1,e7,NONE,130,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,124,PAST,killed,58,27,killed-VB,kill-VB
NYT19990419.0515,14,e61,NONE,33,B-OCCURRENCE,1,kill,kill,killed,VBN,NEG,VB,27,PAST,killed,437,6,killed-VB,kill-VB
NYT19990505.0443,0,e4,NONE,168,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,162,PAST,killed,27,27,killed-VB,kill-VB
XIE19980808.0031,0,e1,NONE,103,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,97,PAST,killed,17,17,killed-VB,kill-VB
XIE19980808.0031,5,e10,NONE,57,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,51,PAST,killed,145,11,killed-VB,kill-VB
XIE19980808.0049,3,e11,NONE,98,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,92,PAST,killed,127,17,killed-VB,kill-VB
XIE19980808.0049,4,e12,NONE,28,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,22,PAST,killed,144,5,killed-VB,kill-VB
XIE19980808.0060,4,e7,NONE,27,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,21,PAST,killed,115,5,killed-VB,kill-VB
XIE19980808.0188,4,e8,NONE,53,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,47,PAST,killed,100,10,killed-VB,kill-VB
XIE19980809.0010,3,e8,PERFECTIVE,37,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,31,PRESENT,killed,85,7,killed-VB,kill-VB
XIE19980812.0062,3,e14,PERFECTIVE,63,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,57,PAST,killed,129,11,killed-VB,kill-VB
XIE19980814.0294,1,e9,NONE,201,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,195,PAST,killed,74,39,killed-VB,kill-VB
XIE19980814.0294,6,e24,PERFECTIVE,171,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,165,PAST,killed,210,30,killed-VB,kill-VB
XIE19980814.0294,7,e25,NONE,28,B-OCCURRENCE,1,kill,kill,killed,VBN,POS,VB,22,PAST,killed,230,4,killed-VB,kill-VB
XIE19980821.0077,12,e41,NONE,57,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,51,PAST,killed,437,11,killed-VB,kill-VB
XIE19980821.0077,13,e42,NONE,77,B-OCCURRENCE,1,kill,kill,killed,VBD,POS,VB,71,PAST,killed,456,12,killed-VB,kill-VB
APW19980227.0487,4,e26,NONE,113,B-OCCURRENCE,1,kill,kill,killing,VBG,POS,VB,106,NONE,killing,120,19,killing-VB,kill-VB
APW19980227.0487,7,e41,NONE,48,B-OCCURRENCE,1,kill,kill,killing,VBG,POS,VB,41,PRESPART,killing,179,8,killing-VB,kill-VB
APW19980227.0487,9,e51,NONE,44,B-OCCURRENCE,1,kill,kill,killing,VBG,POS,VB,37,PRESPART,killing,228,8,killing-VB,kill-VB
